id,name,sku,quantity,price_cents,expiry_date
1368,OSAM-D TABLETS,1354,60,750,2019-05-05
1369,BISLERI TABLETS,1378,6,846,2019-10-30
1370,SAMEROL-N FORTE TABLETS,1360,19,412,2019-03-03
1371,ZITHRO 500 MG TABLETS,1355,36,4583,2020-01-30
1372,EYEMOX EYE DROP,1356,3,19500,2019-07-01
1373,WAX-AID,1367,2,2200,2020-04-04
1374,WHITE GOLD BLACK CREAM ,1382,2,24000,2019-06-06
1375,CONTRACTUBEX GEL,1599,3,16550,2020-11-30
1376,NEEGE 40 MG TABLETS,1359,29,1571,2020-09-09
1377,TERBISIL 125 MG TABLETS,1381,4,2500,2019-12-12
1378,SITON PLUS CREAM,1361,6,17500,2019-07-07
1379,SIMGESIC TABLETS,1374,40,950,2018-05-05
1380,PLASENZYM TABLETS,1363,60,890,2020-04-04
1381,MAXPAN 200 DS SYRUP,1365,3,22000,2019-12-30
1382,MAXPAN 100 SYRUP,1375,2,14500,2019-01-01
1383,CORNETTO FLIERT BERRY,1362,22,5500,2018-08-08
1384,MALCIFER-F SYRUP,1369,0,12000,2019-09-09
1385,HAPPY LIFE CONDOMS,1366,2,3000,2018-03-03
1386,UNETOX  TABLETS,1420,120,100,2019-10-30
1387,LEFLOX 500 MG TABLETS,1364,33,2850,2020-09-30
1388,LEFLOX 250 MG TABLETS,1495,45,1600,2020-09-30
1389,GLUCOVANCE 500 MG TABLETS,1357,62,283,2020-08-30
1390,ATIZOX 60 ML SYRUP,1371,2,7956,2019-08-30
1391,EZIUM 40 MG CAPSUL,1372,24,2172,2020-09-30
1392,EZIUM 20 MG CAPSUL,1320,56,1214,2020-08-30
1393,CALAMIX-V LOTION,1383,1,16000,2019-05-05
1394,BIOVIT-M TABLETS,1384,30,1083,2018-10-10
1395,ALWAYS MAXI THICK LONG 28 PECE,1386,2,38000,2020-02-02
1396,BETAGENIC CREAM,1385,7,4500,2020-10-30
1397,BETAGENIC OINTMENT,1406,4,5000,2018-06-06
1398,NEURO-CARE TABLETS,1389,20,1750,2018-04-04
1399,SPIROMIDE 40 MG TABLETS,1411,130,625,2019-10-30
1400,LIPILOW 20 MG TABLETS,1390,10,1800,2018-05-05
1401,BLAZE 50 MG TABLETS,1391,20,1125,2018-12-12
1402,PREDNISYNTH EYE DROPS,1398,3,4500,2019-09-09
1403,METODINE DF TABLETS,1392,13,493,2020-02-02
1404,DEXOFLOX EYE DROPS,1400,7,10143,2019-07-30
1405,NEPAC DROPS,1393,1,28000,2018-04-04
1406,GOURIC 80 MG TABLETS,1396,17,3075,2018-04-04
1407,GOURIC 40 MG TABLETS,1404,12,1800,2018-04-04
1408,AIRTAL 100 MG TABLETS,1410,24,1000,2021-03-03
1409,GPRIDE-M SR 1 MG 500 MG TABLETS,1387,30,500,2019-03-03
1410,PHILOSOPHER HAIR OIL LARGE,1405,2,30000,2019-02-02
1411,MEDICAM TOOTHPASTE 70 G,1409,2,8000,2020-03-03
1412,CARDIOSIL PLUS 5 MG 80 MG,1397,30,1000,2018-03-03
1413,ZN PLUS SHAMPOO,1399,3,16500,2020-09-09
1414,D KUFF JOSHANDA,1394,25,1000,2020-12-12
1415,NERVON INJECTION,1408,3,5000,2018-04-04
1416,BUEPRON INJECTION,1388,4,6000,2019-10-03
1417,TRAMAL CAPSULES,1407,27,1475,2022-12-30
1418,BURNALA CHINA 18,1401,26,6000,2019-10-03
1419,BURNALA CHINA 16,1402,1,6000,2019-10-03
1420,BURNALA CHINA 20,1403,2,11000,2021-02-02
1421,HAJMOLA REGULAR SHASHY,1430,75,200,2019-08-08
1422,MEDICARE CORD CLAMP CHINA,1412,1,5000,2022-02-05
1423,SURGICAL GLOVES 7 1 2,1414,1,7000,2022-02-05
1424,SURGICAL GLOVES 7.0,1415,2,7000,2022-02-05
1425,TRIBE-X TABLETS,1413,30,3250,2019-11-30
1426,HY-CORTISONE 100 MG,1416,1,8400,2019-08-08
1427,TANZO 4.5 G INJECTION,1417,1,80500,2018-07-07
1428,CONCOR 5 MG TABLETS,1433,48,1131,2020-07-07
1429,DURAGESIC TABLETS,1437,45,255,2019-02-02
1430,TENORMIN 25 MG TABLETS,1439,25,523,2021-03-03
1431,TEGRAL 2% SYRUP,1438,6,8162,2020-10-10
1432,FLEXIA 60 MG TABLETS,1436,20,1020,2019-04-04
1433,VENOFER INJECTION,1428,7,36620,2019-08-30
1434,LAZMA CREAM,1435,2,17500,2020-08-30
1435,FUSIL 15 GR CREAM,1425,3,14000,2020-09-01
1436,PHILOSOPHER HAIR OIL SMALL,1432,1,10000,2019-02-02
1437,BLACK SEED OIL,1422,2,7500,2018-10-10
1438,SPASFON TABLETS,1440,16,1676,2022-09-09
1439,MONTIGET 10 MG TABLETS,1434,50,2245,2020-09-30
1440,THEOGRAD 350 MG TABLETS,1429,2,229,2020-11-11
1441,NEO-K 500 MG TABLETS,1418,2,1619,2021-06-06
1442,DARVIN TABLETS,1423,24,1000,2018-11-11
1443,FIEDIC GEL,1421,4,6000,2019-06-06
1444,PHLOGIN GEL,1424,4,7500,2020-04-30
1445,SALOANSPAK,1419,19,5000,2019-05-05
1446,IBERET 500 SYRUP,1426,1,5040,2018-07-07
1447,BRONOCHOL SYRUP,1431,5,6500,2019-11-11
1448,SURFICOL 60 ML SYRUP,1427,4,5500,2020-08-08
1449,KHAMEERA GAOZUBAN SADA 100 GR QARSHI,1441,1,10000,2019-01-01
1450,SAFOOF-E-TABKHIR QARSHI,1442,4,11000,2019-04-04
1451,SUPARIPAK QARSHI,1443,3,10000,2020-01-01
1452,TILA MUQAVI SHAHI 8 ML QARSHI,1444,1,21000,2020-07-07
1453,TILA MUSAKAN NO 1 8 ML QARSHI,1445,2,15000,2018-12-12
1454,ENZICLOR GEL,1562,2,7650,2019-08-08
1455,BEXACIM 100 MG SYRUP,1466,5,18000,2019-07-30
1456,INDOMETHACIN CAPSULES,1446,168,275,2020-03-03
1457,INDROP D3 INJECTION,1464,5,16500,2021-10-01
1458,GINCAVE D TABLETS,1448,80,1100,2019-02-02
1459,SUCRAL DROPS FATHER,1488,1,10000,2018-04-04
1460,KAOLIN POULTICE,1456,2,3000,2019-03-03
1461,KNIGHT RIDER CREAM,1450,2,24000,2020-01-10
1462,LENWIN 500 MG CAPSULES,1462,16,1416,2018-06-06
1463,ZAIMEX TABLET,1451,222,500,2019-03-03
1464,SOFTIN 10 MG TABLET,1452,30,594,2022-09-09
1465,NOVOVATE-N 5 GR CREAM,1453,9,1350,2019-11-11
1466,NOVOPHENICOL EYE OINTMENT,1454,10,1500,2018-02-02
1467,BLUDOL 200 TABLETS,1455,55,88,2018-05-05
1468,BIOPLASGEN NO 21 TABLETS,1447,3,24000,2022-01-01
1469,FOLIC ACID ZAFA TABLETS,1458,6,4485,2020-12-30
1470,BAYCUTEN-N CREAM,1469,4,7397,2019-06-06
1471,SIMILONE LOZ TABLETS,1461,500,100,2019-09-09
1472,EYEBREX DROPS,1463,2,14439,2018-06-06
1473,BISLERI 120 ML SYRUP,1457,2,14850,2019-08-08
1474,PERIDONE 120 ML SYRUP,1459,1,8400,2018-04-04
1475,PASMOLEX 120 ML SYRUP,1465,1,22050,2019-06-06
1476,NEUROBION TABLETS,1460,104,550,2019-09-30
1477,NEUROBION INJECTION,1468,15,2220,2018-07-07
1478,ARTIFEN 50 MG TABLETS,1467,25,403,2019-05-05
1479,ERYTHROCIN DROPS,1473,3,4295,2018-12-12
1480,BLUDOL 120 ML SYRUP,1470,3,4900,2019-08-08
1481,BREEKY 200 MG TABLETS,1486,18,1000,2019-04-04
1482,DESORA 5 MG TABLETS,1487,22,1300,2019-09-01
1483,MALTOFER DROPS,1471,1,17000,2018-09-09
1484,DEXA-N CREAM,1517,7,2750,2020-03-03
1485,BETNOVATE LOTION,1474,2,15180,2019-11-30
1486,SUNNY D DROPS,1481,2,30000,2019-01-01
1487,ASTHOTIFEN 60 ML SYRUP,1475,3,4300,2019-01-01
1488,ARCEVA 30 ML SYRUP,1520,3,9000,2019-07-30
1489,ARCEVA DS 30 ML SYRUP,1498,4,15000,2019-07-30
1490,ATARAX 10 MG TABLETS,1496,210,64,2019-09-28
1491,CALDREE 600 TABLETS,1485,40,1630,2020-07-01
1492,LAPRAZOLE 30 MG CAPSULES,1483,16,1471,2018-06-06
1493,MAGURA 0.5 MG TABLETS,1477,50,236,2018-05-05
1494,LEVOCAL 250 MG TABLETS,1478,46,2500,2018-08-08
1495,CECLOR 250 MG CAPSULES,1479,12,2920,2018-08-08
1496,SUNNY D INJECTION,1497,5,16300,2019-08-01
1497,TOBRA-D EYE DROPS,1472,6,11500,2019-11-01
1498,ULCEREX SYRUP,1265,1,7029,2019-06-06
1499,GYNOSPORIN VAGINAL CREAM,1476,4,9990,2020-07-07
1500,PEDROL TABLETS,1489,400,100,2022-01-30
1501,RELCID TABLETS,1484,18,583,2018-06-06
1502,TEXCOL DMD SYRUP,1480,11,2600,2019-12-01
1503,MAXNA 500 MG CAPSULES,1493,10,1267,2022-02-02
1504,D-MAX DROPS,1490,1,30500,2019-09-09
1505,BF P MILK,1491,1,86100,2018-08-16
1506,MEIJI LACTOLESS MILK,1482,1,75500,2019-06-17
1507,ARCEVA 40 240 MG TABLETS,1492,26,3347,2019-09-30
1508,PARAXYL 20 MG TABLETS,1502,10,2670,2019-05-05
1509,FEXET 120 MG TABLETS,1499,27,1619,2020-10-30
1510,FEXET 60 MG TABLETS,1526,44,932,2020-09-30
1511,FEXET D 60 MG + 120 MG TABLETS,1521,22,1180,2020-12-30
1512,PULMOSAL SYRUP,1503,4,6500,2022-10-10
1513,TOBREX DROPS,1504,1,22362,2018-03-02
1514,FELDENE 20 MG TABLETS,1525,29,1125,2019-08-08
1515,ADICOS M SYRUP,1500,2,3500,2021-03-03
1516,MULTIBIONTA INJECTION,1511,5,4200,2018-03-03
1517,DICLOZAF INJECTION,1522,23,1000,2019-10-10
1518,PATADIN EYE DROPS,1505,3,17000,2019-07-30
1519,TAGIPMET 50 MG 500 MG TABLETS,1870,76,2300,2019-12-30
1520,BERICA 60 MG TABLETS,1518,20,1000,2019-05-05
1521,DEEP HEAT CREAM,1524,0,25000,2019-03-03
1522,STARCOX 60 MG TABLETS,1506,10,1021,2019-03-03
1523,DAKTARIN ORAL GEL,1529,3,11862,2020-09-30
1524,LOTRICORT CREAM,1508,4,8800,2020-10-10
1525,REIN 50 MG CAPSULE,1507,6,2873,2018-02-02
1526,REJUVA SACHETS,1515,10,2000,2018-06-06
1527,FASTUM GEL,1523,3,13225,2021-09-30
1528,ZOLANIX 150 MG CAPSULE,1516,4,9975,2019-04-04
1529,TASMI 20 MG TABLETS,1509,22,1235,2019-07-07
1530,SHAPER BAIG 12X15,1501,3,5000,2022-02-05
1531,SHAPER BAIG 10X13,1510,12,5000,2022-02-05
1532,SHAPER BAIG 15X18,1519,1,5000,2022-02-05
1533,SANTE 40 MG CAPSULES,1513,14,1811,2019-04-04
1534,SECURE 400 MG CAPSULES,1547,14,8000,2020-06-30
1535,EXEN D TABLETS,1514,23,2000,2020-03-30
1536,SPEDICAM 8 MG TABLETS,1512,20,1300,2018-09-09
1537,BELAIR 5 MG TABLETS,1559,45,561,2020-08-30
1538,ANAFORTAN PLUS TABLETS,1541,31,1190,2022-10-30
1539,POLYPEP 40 MG TABLETS,1531,39,1746,2019-09-30
1540,PLASIL TABLETS,1530,27,890,2018-02-02
1541,CERELAC APPLE PEAR STRAWBRY,1540,1,21000,2018-07-07
1542,RANI KHAIT TABLETS,1528,3,2000,2022-02-05
1543,ICHTHAMMOL GLYCERIN 30 GR,1532,9,4000,2019-01-01
1544,XALTIDE INHALER,1534,2,31000,2020-06-30
1545,XECOMB EAR DROPS,1535,3,4463,2019-07-07
1546,UNICROL BANANA FLAVOUR SYRUP,1536,4,7000,2019-01-01
1547,UNICROL MINT FLAVOUR SYRUP,1537,4,7000,2019-03-03
1548,REX 60 ML SYRUP,1543,4,3200,2019-07-07
1549,TERCICA 60 ML SYRUP,1549,3,5101,2019-08-08
1550,TOOT SIAH MALATHI SYRUP LASANI,1538,5,9000,2019-12-30
1551,BIO-COF SYRUP,1539,10,8000,2020-07-07
1552,PEPTOGEL SYRUP,1552,3,7000,2019-11-30
1553,COFREST SYRUP,1554,12,5900,2020-12-30
1554,NEOGAB 300 MG CAPSULES,1544,22,2173,2020-07-07
1555,LASORIDE TABLETS,1533,48,381,2020-06-06
1556,MINICOL DROPS,1545,3,3000,2018-05-05
1557,AVINZA 40 MG CAPSULES,1548,17,2307,2018-04-04
1558,INDROP D3 CAPSULES,1546,3,20000,2020-11-01
1559,DIAGESIC EXTRA TABLETS,1551,47,1000,2018-10-10
1560,KNIGHT RIDER CONDOM,1866,16,3500,2022-10-30
1561,EVERYDAY MINI TISSUES ,1861,57,1000,2021-12-08
1562,ZYOCAINE GEL,1542,3,2500,2019-06-06
1563,PROTHIADEN 25 MG TABLETS,1581,70,140,2018-04-04
1564,PROTHIADEN 75 MG TABLETS,1555,20,330,2018-04-04
1565,NO-SPA FORTE TABLETS,1582,26,1385,2019-06-30
1566,GARNIER MEN FACE WASH,1556,1,18900,2018-02-02
1567,GARNIER FAIRNESS FACE WASH,1557,1,12900,2019-05-05
1568,GARNIER PURIFYING FACE WASH,1578,1,12900,2018-02-02
1569,MINT FRESH HERBAL TOOTHPASTE 100 ML,1579,1,15000,2018-10-10
1570,MINT FRESH HERBAL TOOTHPASTE 50 ML,1558,1,8000,2018-09-09
1571,COMPLETE CARE HERBAL TOOTHPASTE 100 ML,1570,1,15000,2019-01-01
1572,ROSE PETAL TISSUE SMALL,1584,0,9500,2019-10-10
1573,HYLIXIA PLUS SYRUP,1560,2,12900,2019-02-02
1574,CALAN 40 MG TABLETS,1561,100,180,2019-04-04
1575,PYODINE GEL,1609,3,7436,2020-02-02
1576,VALAM 5 80 MG TABLETS,1566,8,1800,2019-08-08
1577,FROBEN GEL 50 GR,1565,2,22655,2018-03-03
1578,LACTODIL SYRUP,1563,1,17092,2019-02-02
1579,DELTACORTRIL ENTERIC COATED 5 MG TABLETS,1572,1,30300,2019-06-06
1580,QUINOX 200 MG TABLETS,1564,40,1250,2019-03-03
1581,ISPAGHOL QARSHI 170 G,1569,3,34000,2020-02-02
1582,NOVOTEPH 20 MG CAPSULES,1015,18,862,2019-12-12
1583,NOVOTEPH 40 MG CAPSULES,1580,38,1785,2020-01-01
1584,VALAM 5 160 MG TABLETS,1571,14,2500,2019-05-05
1585,FYLONE 250 MG TABLETS,1567,10,1250,2018-03-03
1586,WOXICAM 20 MG TABLETS,1574,9,875,2019-08-08
1587,KARE-Z TABLETS,1575,20,1925,2019-06-06
1588,SYNO-V TABLETS,1576,20,1925,2018-04-04
1589,RELISPA 80 MG FORTE TABLETS,1568,72,385,2022-10-30
1590,FIXVAL 100 MG SYRUP,1590,2,14500,2019-09-30
1591,PHUSILAN CREAM,1598,2,16500,2020-05-05
1592,RULING 40 MG CAPSULES,1610,7,1785,2018-04-04
1593,RULING 20 MG CAPSULES,1583,14,1285,2018-07-07
1594,GVIA M 50 MG 500 MG TABLETS,1602,17,1392,2018-12-12
1595,BIFLOR SACHET,1607,18,4000,2019-03-30
1596,OSNATE D 120 ML SYRUP,1585,1,27133,2019-10-30
1597,CAL ONE D 120 ML SYRUP,5,1,25000,2018-07-07
1598,REVITALE B TABLES,30,2,14302,2019-03-03
1599,FYNKOBEN CREAM,65,1,3000,2018-03-03
1600,CARIPEPTIC TABLETS,70,2,26145,2018-05-05
1601,MOXIGET 400 MG TABLETS,102,5,7900,2019-08-08
1602,KENACORT-A INJECTION,89,5,4922,2019-03-03
1603,LAFAFI LARGE,223,5,5000,2021-12-27
1604,OSNATE D 60 ML SYRUP,245,4,14280,2019-01-01
1605,BISMOL 265 MG TABLETS,246,20,410,2019-09-30
1606,BLOKIUM 50 MG TABLETS,282,28,583,2020-10-10
1607,ATORVA 20 MG TABLETS,382,18,3300,2019-10-30
1608,JENTIN MET 50 MG 1000 MG TABLETS,424,28,2207,2019-11-30
1609,SUSTAC 6.4 MG TABLETS,411,64,713,2020-11-30
1610,LICE-O-MITE CREAM,417,6,4600,2020-11-01
1611,BF 1 900 GR MILK,610,1,157200,2019-04-22
1612,BF 2 900 GR MILK,626,1,157200,2019-08-30
1613,PURE WHITE CREAM,650,2,22000,2020-05-05
1614,BETADERM-N OINTMENT,657,12,3910,2019-08-30
1615,BF 3 900 GR MILK,690,1,157200,2019-08-30
1616,CUP KINGS KULFA,725,8,4500,2019-01-01
1617,VANILLA CHOCOLATE TUB,701,0,30500,2018-12-12
1618,JOHAR JOSHANDA CHOCOLATE SACHET QARSHI,816,0,4000,2018-11-11
1619,JOHAR JOSHANDA HONEY SACHET QARSHI,1780,1,4000,2018-12-12
1620,MALTOFER TABLETS,1033,8,976,2018-08-08
1621,BREVOXYL 40 GR CREAM,1001,0,15991,2018-08-08
1622,ULCOCID SYRUP,1008,2,11800,2019-04-04
1623,OTOFLOX 0.6% EAR DROPS,1118,6,13896,2019-07-30
1624,TAGIPMET 50 MG 1000 MG TABLETS,1108,47,2400,2019-07-30
1625,TERBIDERM TABLETS,1110,4,3130,2020-06-06
1626,SYNALAR 30 GR CREAM,1123,1,9660,2018-08-08
1627,POLYPEP 10 MG TABLETS,1138,10,1025,2018-07-07
1628,HIVATE CREAM,1128,4,8000,2018-12-30
1629,HEALIT SKIN OINTMENT,1130,3,5118,2018-08-08
1630,AFCO CHEST SYRUP,1395,6,7500,2019-10-10
1631,COMBIZOL SYRUP,1179,3,8000,2020-08-08
1632,BROPHYL  SYRUP,1180,0,5300,2019-02-02
1633,TOOTHPICK,1282,2,4000,2022-02-05
1634,COTTON BUDS,1206,6,4000,2021-11-09
1635,WRIST BAND,1252,2,5000,2020-02-05
1636,KOBEC EYFEM OINTMENT,1527,1,5958,2018-03-03
1637,MOXIGAN EYE DROPS,1573,2,18360,2019-03-03
1638,CEFIGET 400 MG CAPSULES,1595,10,6580,2019-10-30
1639,OSSTIUM SACHET,1596,7,8000,2018-06-06
1640,MOSEGOR V 120 ML SYRUP,139,1,15650,2020-05-05
1641,MOSEGOR  120 ML SYRUP,202,1,11081,2019-11-11
1642,DECALC PLUS TABLETS,175,30,276,2019-08-08
1643,ZAMCAL-D TABLETS,272,30,1666,2020-09-07
1644,GOLDEN PEARL FACE WASH OIL CONTROL,377,1,7500,2019-10-10
1645,CAMOZYME 120 ML SYRUP,927,6,6500,2018-08-08
1646,ALMOND CRUNCH TUB,989,1,30500,2022-02-05
1647,BECEFOL TABLETS,1068,3,7200,2019-03-02
1648,NORAN 20 MG CAPSULES,1072,53,900,2019-03-03
1649,NORAN 40 MG CAPSULES,1228,57,1785,2019-10-30
1650,PRODENT 40 GR DENTAL TOOTHPASTE,1600,2,5513,2018-08-08
1651,VALTEC 80 MG TABLETS,1597,28,892,2018-05-05
1652,ROCEPHIN 500 MG INJECTION,1589,2,35000,2019-01-01
1653,ROCEPHIN 1000 MG INJECTION,1608,1,67200,2018-08-08
1654,NIDO 3 PLUS MILK,1591,3,42500,2018-12-30
1655,TREVIAMET 50 MG+1000 MG TABLETS,1592,28,2450,2019-10-30
1656,TREVIAMET 50 MG+500 MG TABLETS,1603,27,2385,2019-09-09
1657,LUBREX LOTION,1601,2,18000,2020-12-01
1658,FEBROL XTRA TABLETS,1587,43,150,2018-12-12
1659,CEFHEIM 500 MG CAPSULES,1606,13,1670,2018-03-30
1660,ORINASE-MET 1.0 TABLETS,1612,30,500,2019-04-04
1661,ORINASE-MET 2.0 TABLETS,1611,90,850,2020-11-01
1662,SOFVASC 5 MG TABLETS,1634,56,675,2019-09-30
1663,BENZIBIOTIC 0.6 MILLION UMIT INJECTION,1613,3,1500,2019-01-01
1664,DISTALGESIC 37.5 325MG TABLETS,1614,18,1000,2018-06-06
1665,ZORAT 10 MG TABLETS,1615,10,600,2019-02-02
1666,SANIPLAST BANDAGE SPOT UNI FEROZ,1616,3,2500,2019-10-03
1667,SANIPLAST BANDAGE LARGE UNI FEROZ,1617,2,4000,2019-10-03
1668,SANIPLAST BANDAGE MEDIUM UNI FEROZ,1618,3,2900,2019-10-03
1669,PANADOL FORTE SYRUP,1623,12,5452,2019-01-30
1670,UNIPLAST-F BANDAGE,1619,159,100,2020-03-03
1671,JOHNSONS BABY MILK SOAP,1620,0,8000,2022-02-05
1672,MYRIN TABLETS,1621,80,866,2018-10-10
1673,CEFSTAR 250 MG INJECTION,1622,2,15300,2019-11-11
1674,COREX-D 60 ML SYRUP,1625,11,4231,2019-07-07
1675,OFIS 125 MG SYRUP,1624,5,6900,2019-10-10
1676,RED LYCHEE 1500 ML,1629,3,8000,2022-02-05
1677,RED ANAAR 1500 ML,1664,1,8000,2022-02-05
1678,VOREN SR 100 MG TABLETS,1636,30,666,2019-07-07
1679,METEOSPASMYL CAPSULES,1637,20,1200,2019-03-03
1680,2SUM 2000 MG INJECTION,1632,2,33000,2019-02-02
1681,GABLIN 75 MG CAPSULES,1633,28,1885,2018-08-08
1682,CLOMID 50 MG TABLETS,1635,20,4020,2022-10-30
1683,MYFOL TABLETS,1626,37,936,2018-09-09
1684,ARTEM DS PLUS 40 240 TABLETS,1638,17,3795,2019-06-30
1685,PARAXYL CR 25 MG TABLETS,1630,30,3150,2018-06-06
1686,PARAXYL CR 12.5 MG TABLETS,1631,30,2100,2018-07-07
1687,DE-LICE SHAMPOO,1639,1,14000,2021-08-08
1688,QALSAN-D STRAWBERRY FLAVOUR TABLET,1643,0,10300,2018-06-06
1689,CAL ONE D TABLETS,1640,30,750,2019-04-04
1690,HAMDAM CONDOM,1641,11,4000,2018-12-12
1691,SPRINGLEY WATER 500 ML QARSHI,1657,3,3000,2019-01-01
1692,MOTIVAL TABLETS,1662,138,216,2018-09-09
1693,PARAXYL CR 37.5 MG TABLETS,1655,7,3795,2019-10-01
1694,COLOSPAS 135 MG TABLETS,1659,25,583,2019-08-08
1695,ARTEM  PLUS 30 180 SYRUP,1650,2,17250,2018-10-10
1696,ARTEM  PLUS 15 90 SYRUP,1667,2,20700,2018-08-08
1697,SITAGLU 50 MG TABLETS,1646,21,2142,2018-07-07
1698,CEFHEIM 125 MG SYRUP,1642,2,8200,2018-04-04
1699,PASBAN 240 ML SYRUP,1665,5,11000,2019-11-11
1700,I-CEF 400 MG CAPSULES,1649,5,6593,2019-07-30
1701,MYTIL 500 MG TABLETS,1653,10,2950,2019-05-05
1702,ARTEM DS PLUS 80 480 TABLETS,1660,4,6325,2019-10-30
1703,MERCIP 500 MG TABLETS,1644,12,2250,2022-07-30
1704,SITAGLU MET 50 500 MG TABLETS,1654,26,2250,2019-09-09
1705,SITAGLU MET 50 1000 MG TABLETS,1779,47,2285,2019-10-30
1706,HILGAS 120 ML SYRUP,1666,1,24500,2019-05-30
1707,CIPROXIN 250 MG TABLETS,1658,17,2908,2022-08-30
1708,CIPROXIN 500 MG TABLETS,1645,14,5118,2022-09-30
1709,NEPLOX 550 MG TABLETS,1663,14,715,2019-05-05
1710,CEO-D TABLETS,1652,18,1625,2019-10-10
1711,SCABRID LOTION,1656,3,7700,2018-11-11
1712,RELTUS DM SYRUP,1661,3,5700,2020-03-03
1713,LECUO CURE 10 CAPSULES,1651,1,15000,2018-04-10
1714,EVOCHECK GLUCOMETER STRIPS,1668,2,130000,2019-06-06
1715,ULCENIL 120 ML SYRUP,1691,1,8000,2018-09-09
1716,ACSOLVE 1% LOTION,1670,1,15000,2019-02-02
1717,HIVATE OINTMENT,1669,2,8160,2019-08-01
1718,HIMALAYA FACE WASH 100ML,1683,2,21000,2019-04-04
1719,PARLEY NO MARKS CREAM ,1694,8,22500,2020-04-23
1720,XORMET XR 500 MG TABLETS,1693,20,103,2019-08-08
1721,TRAMAL SR TABLETS,1671,9,2655,2019-02-02
1722,AVSAR 160 10 TABLETS,1672,14,3000,2019-08-08
1723,DISPRIN CV TABLETS,1673,24,109,2019-01-01
1724,FLUACT SYRUP,1674,1,14000,2018-06-06
1725,CALAMOX DROPS,1675,3,6086,2019-09-09
1726,HYDROGEN 450 ML,1676,1,4960,2018-07-07
1727,FRUITY,1696,18,1500,2019-10-03
1728,BRUFEN 600 MG TABLETS,1695,29,304,2019-10-10
1729,VOVERON GEL,1686,7,6000,2019-02-02
1730,EXTOR 10 160 MG TABLETS,1679,16,2985,2019-12-30
1731,SURBEX Z LARGE TABLETS,1680,1,31519,2018-11-11
1732,NEOGAB 100 MG CAPSULES,1677,32,1058,2020-08-08
1733,KESTINE 20 MG TABLETS,1682,54,1944,2019-04-30
1734,FIBO SYRUP,1688,2,25500,2019-05-30
1735,FAKIRI MARHUM,1692,5,6000,2020-03-03
1736,AZIT 250 MG CAPSULES,1689,8,1998,2019-10-10
1737,MYOVIT TABLETS,1678,60,1750,2019-07-30
1738,ITAGLIP+PLUS 50 MG+500 MG TABLETS,1687,14,1800,2018-05-05
1739,CIDINE 1 MG TABLETS,1690,30,1750,2022-08-30
1740,CANESTEN 1 VAGINAL CREAM,1858,2,13910,2021-01-01
1741,CLOZOX CREAM,1685,1,2345,2019-04-04
1742,SAFOQUIN CREAM,1684,2,5000,2018-09-09
1743,AMARYL MS.R 2 MG 500 MG TABLETS,1709,22,1800,2018-08-08
1744,FEMIDOL+PLUS TABLETS,1705,64,385,2018-04-04
1745,REJUVA TABLETS,1706,1,54000,2018-06-06
1746,POLYMALT-F TABLETS,1707,50,976,2018-08-08
1747,FLUCON 150 MG CAPSULES,1698,2,12000,2019-03-03
1748,NS 1000 ML DRIP,1697,5,5500,2021-08-30
1749,BUSRON 5 MG TABLETS,1722,80,985,2020-10-30
1750,NOROXIN 400 MG TABLETS,1805,10,1650,2019-02-02
1751,CAC 1000 PLUS MANGO FLAVOUR SUGAR FREE TABLETS,1702,4,12444,2019-09-09
1752,MYOLAX 4 MG TABLETS,1703,10,1875,2018-05-05
1753,XOBIX 7.5 MG TABLETS,1854,20,805,2019-10-10
1754,SENSE-T TOOTH PASTE 100 GR,1715,2,9308,2019-10-30
1755,CEEKADEX-N CREAM,1748,1,3300,2018-08-08
1756,GROTALL TABLETS,1699,1,69500,2019-09-09
1757,ZICURE 250 MG CAPSULES,1721,4,2550,2019-07-07
1758,QUFEN SR 100 TABLETS,1716,65,973,2019-11-01
1759,PELTON 10 MG TABLETS,1717,17,410,2018-12-12
1760,BETADERM NM CREAM,1700,5,7475,2019-03-30
1761,NEUROMET TABLETS,1701,51,1082,2020-07-30
1762,RELAXIN 3 MG TABLETS,1704,100,350,2020-05-30
1763,JARDIN TABLETS,1710,16,720,2020-09-01
1764,RITE SALT 70 GR FATHER,1711,2,4000,2019-12-12
1765,NAYSPA ORAL DROPS,1712,0,36000,2019-09-09
1766,CARE PEACH BLEACH CREAM ,1714,9,1000,2020-08-12
1767,ALMOND OIL 10 ML QARSHI,1723,3,8000,2019-01-01
1768,AKSEER-E-JIGER SYRUP,1708,1,10000,2019-05-05
1769,MULTIBIONTA SYRUP,1718,1,4937,2018-06-06
1770,PILO CM TABLETS,1720,2,6000,2021-05-05
1771,SLATE 125 MG SYRUP,1719,1,17000,2018-10-10
1772,CEBOSH 400 MG CAPSULES,1730,3,7000,2020-01-01
1773,TRONOLANE CREAM,1725,0,3896,2019-05-05
1774,CLOZOX H CREAM,1743,6,6000,2019-08-30
1775,ULSANIC 500 MG TABLETS,1726,17,391,2019-02-02
1776,RUMOL CREAM,1727,4,15000,2019-09-30
1777,SYNGAB 75 MG CAPSULES,1728,14,1857,2018-06-06
1778,PIOZER-G 30 2 TABLETS,1737,22,1714,2019-08-08
1779,PULMITAC 10 MG TABLETS,1750,26,1020,2020-10-30
1780,HYDERQUIN 2% CREAM,1731,2,4600,2018-07-07
1781,TERNELIN 2 MG TABLETS,1742,0,2202,2019-07-07
